,Open,High,Low,Close,Adj Close,Volume,Date,Company
0,139.279999,141.110001,134.820007,136.779999,135.732986,7432600.0,2021-07-06,AMAT
1,138.509995,138.740005,134.020004,134.869995,133.837601,5956800.0,2021-07-07,AMAT
2,131.639999,134.389999,129.720001,132.529999,131.515533,7770900.0,2021-07-08,AMAT
3,133.419998,135.380005,132.089996,134.899994,133.867371,5762900.0,2021-07-09,AMAT
4,135.990005,137.029999,134.669998,136.800003,135.752838,5459600.0,2021-07-12,AMAT
5,136.0,136.970001,134.75,136.289993,135.24675,4950600.0,2021-07-13,AMAT
6,138.190002,139.880005,135.410004,135.649994,134.611649,5982300.0,2021-07-14,AMAT
7,134.979996,135.929993,131.600006,133.199997,132.180405,7057900.0,2021-07-15,AMAT
8,134.0,134.589996,127.919998,128.179993,127.198814,8190600.0,2021-07-16,AMAT
9,125.190002,128.720001,123.879997,128.619995,127.635452,8934000.0,2021-07-19,AMAT
10,129.199997,133.119995,127.800003,131.970001,130.959824,7417600.0,2021-07-20,AMAT
11,132.820007,138.270004,132.529999,138.0,136.943649,6434100.0,2021-07-21,AMAT
12,137.0,138.75,136.369995,137.179993,136.129929,5564000.0,2021-07-22,AMAT
13,137.949997,139.0,136.529999,138.429993,137.370361,4345600.0,2021-07-23,AMAT
14,138.229996,139.880005,137.440002,138.479996,137.419968,4638200.0,2021-07-26,AMAT
15,137.630005,137.630005,131.580002,134.899994,133.867371,6344100.0,2021-07-27,AMAT
16,135.630005,137.880005,135.0,137.210007,136.159714,5041900.0,2021-07-28,AMAT
17,135.410004,137.860001,133.509995,137.5,136.447479,5382600.0,2021-07-29,AMAT
18,136.5,141.399994,136.470001,139.929993,138.858871,8556400.0,2021-07-30,AMAT
19,141.039993,145.25,140.889999,142.009995,140.922958,10230600.0,2021-08-02,AMAT
20,142.539993,143.360001,140.240005,142.160004,141.071823,5589600.0,2021-08-03,AMAT
21,143.0,144.699997,141.809998,142.759995,141.667206,5434600.0,2021-08-04,AMAT
22,143.429993,143.880005,141.160004,142.270004,141.180969,4282200.0,2021-08-05,AMAT
23,141.720001,143.160004,141.589996,142.649994,141.55806,3843300.0,2021-08-06,AMAT
24,143.490005,143.690002,141.449997,142.0,140.913025,4026600.0,2021-08-09,AMAT
25,142.910004,143.0,135.300003,138.059998,137.003189,6403900.0,2021-08-10,AMAT
26,138.509995,138.589996,132.600006,134.820007,133.787994,9630600.0,2021-08-11,AMAT
27,132.0,132.020004,127.690002,129.220001,128.230865,12962600.0,2021-08-12,AMAT
28,129.130005,130.440002,128.580002,129.899994,128.905655,8812400.0,2021-08-13,AMAT
29,129.429993,132.050003,129.100006,131.690002,130.681961,10412000.0,2021-08-16,AMAT
30,130.050003,130.839996,126.709999,128.800003,127.814072,8208400.0,2021-08-17,AMAT
31,128.809998,131.639999,127.18,127.370003,126.395035,6768800.0,2021-08-18,AMAT
32,126.220001,129.990005,125.279999,129.199997,128.210999,9020200.0,2021-08-19,AMAT
33,130.380005,131.990005,125.25,127.199997,126.226318,13707600.0,2021-08-20,AMAT
34,128.309998,131.5,127.800003,131.490005,130.48349,7710700.0,2021-08-23,AMAT
35,131.800003,133.380005,130.619995,131.440002,130.433868,6356600.0,2021-08-24,AMAT
36,131.539993,134.199997,131.440002,132.820007,132.044403,6735100.0,2021-08-25,AMAT
37,132.779999,133.830002,131.589996,132.490005,131.716339,3958700.0,2021-08-26,AMAT
38,133.009995,137.149994,132.860001,136.550003,135.752625,8413900.0,2021-08-27,AMAT
39,137.570007,137.889999,135.380005,136.050003,135.255554,4617700.0,2021-08-30,AMAT
40,136.449997,136.600006,133.550003,135.130005,134.340927,5586000.0,2021-08-31,AMAT
41,135.679993,136.039993,133.240005,133.460007,132.680679,6260300.0,2021-09-01,AMAT
42,134.729996,135.949997,133.880005,134.449997,133.664886,5142200.0,2021-09-02,AMAT
43,133.839996,136.429993,133.350006,135.830002,135.036835,4836000.0,2021-09-03,AMAT
44,136.649994,137.169998,133.75,136.490005,135.692978,5550400.0,2021-09-07,AMAT
45,135.699997,135.940002,131.75,133.559998,132.780075,7440600.0,2021-09-08,AMAT
46,133.029999,135.850006,132.919998,135.0,134.21167,6808600.0,2021-09-09,AMAT
47,138.279999,140.800003,136.610001,136.839996,136.040939,9054700.0,2021-09-10,AMAT
48,138.720001,141.300003,137.559998,139.440002,138.625763,8507600.0,2021-09-13,AMAT
49,138.110001,141.800003,137.910004,140.139999,139.321655,8073200.0,2021-09-14,AMAT
50,139.990005,141.339996,137.440002,141.229996,140.405289,6103200.0,2021-09-15,AMAT
51,140.360001,144.630005,139.169998,144.089996,143.248596,8467300.0,2021-09-16,AMAT
52,143.0,143.0,139.380005,140.800003,139.977814,10884400.0,2021-09-17,AMAT
53,136.559998,136.690002,133.550003,135.529999,134.738586,8822500.0,2021-09-20,AMAT
54,137.130005,137.240005,133.449997,135.179993,134.39061,5782200.0,2021-09-21,AMAT
55,136.190002,138.800003,135.550003,138.100006,137.293579,6344300.0,2021-09-22,AMAT
56,139.330002,142.149994,138.710007,141.110001,140.286011,5620700.0,2021-09-23,AMAT
57,139.410004,142.369995,139.160004,141.919998,141.091263,3729900.0,2021-09-24,AMAT
58,139.600006,143.270004,139.539993,142.740005,141.906494,5248600.0,2021-09-27,AMAT
59,137.610001,139.580002,132.529999,132.889999,132.113998,12873900.0,2021-09-28,AMAT
60,132.800003,134.039993,128.039993,128.270004,127.520988,10730100.0,2021-09-29,AMAT
61,129.380005,130.850006,128.509995,128.729996,127.978287,7329800.0,2021-09-30,AMAT
62,129.259995,129.600006,126.419998,129.130005,128.375961,6459200.0,2021-10-01,AMAT
63,127.660004,127.82,123.169998,125.199997,124.468903,9549500.0,2021-10-04,AMAT
64,127.480003,129.199997,125.400002,128.070007,127.322159,7330400.0,2021-10-05,AMAT
65,126.300003,128.179993,125.720001,126.519997,125.781197,7388700.0,2021-10-06,AMAT
66,128.649994,129.949997,127.459999,127.879997,127.133247,5761300.0,2021-10-07,AMAT
67,128.300003,128.789993,125.870003,126.220001,125.482948,6300500.0,2021-10-08,AMAT
68,125.699997,129.199997,125.660004,127.5,126.755478,5472000.0,2021-10-11,AMAT
69,128.759995,128.830002,124.940002,126.760002,126.019798,7637900.0,2021-10-12,AMAT
70,128.779999,129.479996,127.5,128.210007,127.461342,4950600.0,2021-10-13,AMAT
71,131.619995,132.25,129.649994,132.070007,131.298782,7947600.0,2021-10-14,AMAT
72,132.259995,132.910004,131.25,131.589996,130.821594,4826600.0,2021-10-15,AMAT
73,130.360001,133.399994,129.839996,133.279999,132.501724,4208500.0,2021-10-18,AMAT
74,133.330002,135.339996,132.610001,134.600006,133.814026,3694300.0,2021-10-19,AMAT
75,133.970001,135.199997,133.350006,133.979996,133.197632,4619000.0,2021-10-20,AMAT
76,131.660004,133.509995,130.509995,133.339996,132.561356,5611000.0,2021-10-21,AMAT
77,135.210007,141.559998,134.509995,135.929993,135.13623,10744900.0,2021-10-22,AMAT
78,136.25,137.919998,135.300003,135.759995,134.967224,4005600.0,2021-10-25,AMAT
79,137.279999,137.399994,131.679993,132.0,131.229218,7864600.0,2021-10-26,AMAT
80,133.279999,134.279999,131.410004,132.160004,131.388275,7837600.0,2021-10-27,AMAT
81,134.570007,137.850006,134.520004,136.020004,135.225723,6391700.0,2021-10-28,AMAT
82,134.789993,137.259995,134.550003,136.649994,135.852036,5715300.0,2021-10-29,AMAT
83,136.979996,139.669998,136.419998,139.509995,138.695328,5329000.0,2021-11-01,AMAT
84,139.5,141.470001,138.889999,141.210007,140.385422,4822900.0,2021-11-02,AMAT
85,141.440002,143.350006,139.880005,142.75,141.916428,4117500.0,2021-11-03,AMAT
86,143.270004,150.490005,142.5,150.130005,149.253326,9272800.0,2021-11-04,AMAT
87,150.270004,153.729996,148.789993,153.289993,152.394867,7706800.0,2021-11-05,AMAT
88,154.860001,154.889999,151.229996,152.960007,152.066803,5878500.0,2021-11-08,AMAT
89,152.979996,156.679993,151.419998,156.289993,155.37735,7274600.0,2021-11-09,AMAT
90,153.25,155.0,150.270004,150.399994,149.521744,7149500.0,2021-11-10,AMAT
91,152.229996,154.179993,151.300003,153.899994,153.001312,5061000.0,2021-11-11,AMAT
92,154.669998,157.410004,154.110001,156.820007,155.904282,5778600.0,2021-11-12,AMAT
93,156.960007,158.139999,155.199997,156.270004,155.357483,7304300.0,2021-11-15,AMAT
94,155.380005,159.0,153.550003,157.860001,156.938202,6200700.0,2021-11-16,AMAT
95,157.910004,158.509995,155.889999,155.979996,155.069168,5759200.0,2021-11-17,AMAT
96,158.5,158.979996,154.740005,158.740005,157.813065,9929500.0,2021-11-18,AMAT
97,150.970001,156.449997,149.740005,150.029999,149.153915,16028700.0,2021-11-19,AMAT
98,151.0,152.979996,147.360001,147.550003,146.6884,9029100.0,2021-11-22,AMAT
99,148.710007,149.949997,145.100006,148.919998,148.0504,7254500.0,2021-11-23,AMAT
100,148.389999,149.130005,145.809998,149.009995,148.378983,6185900.0,2021-11-24,AMAT
101,145.610001,147.179993,142.220001,143.289993,142.683212,7334100.0,2021-11-26,AMAT
102,146.770004,151.559998,145.5,151.220001,150.579636,9932300.0,2021-11-29,AMAT
103,151.110001,151.979996,146.460007,147.190002,146.566696,13505800.0,2021-11-30,AMAT
104,151.25,156.580002,149.839996,151.669998,151.027725,14372000.0,2021-12-01,AMAT
105,148.0,149.899994,143.740005,146.490005,145.869675,9573200.0,2021-12-02,AMAT
106,148.509995,150.740005,143.330002,145.830002,145.212463,7768000.0,2021-12-03,AMAT
107,145.779999,148.360001,141.020004,147.380005,146.755905,8579700.0,2021-12-06,AMAT
108,151.0,158.0,150.130005,156.889999,156.225632,10514900.0,2021-12-07,AMAT
109,156.860001,157.860001,155.149994,157.289993,156.623932,6582400.0,2021-12-08,AMAT
110,155.839996,158.339996,152.380005,152.649994,152.003571,5420000.0,2021-12-09,AMAT
111,156.110001,156.889999,150.649994,152.729996,152.083252,5291900.0,2021-12-10,AMAT
112,154.089996,154.470001,146.720001,147.100006,146.477097,6202500.0,2021-12-13,AMAT
113,144.979996,148.199997,144.529999,147.729996,147.104416,5691500.0,2021-12-14,AMAT
114,147.949997,153.889999,145.160004,153.660004,153.009308,6883000.0,2021-12-15,AMAT
115,154.399994,155.350006,146.259995,146.699997,146.078781,7155900.0,2021-12-16,AMAT
116,145.289993,148.979996,144.220001,146.149994,145.531113,9334700.0,2021-12-17,AMAT
117,143.800003,146.779999,143.25,145.009995,144.395935,4653400.0,2021-12-20,AMAT
