,Open,High,Low,Close,Adj Close,Volume,Date,Company
0,171.529999,171.529999,166.75,168.320007,165.391373,2293400.0,2021-07-06,ADI
1,169.270004,169.429993,164.639999,165.429993,162.551651,4204600.0,2021-07-07,ADI
2,162.309998,164.300003,160.179993,163.910004,161.058105,3152500.0,2021-07-08,ADI
3,163.960007,166.610001,162.740005,166.270004,163.377045,2346200.0,2021-07-09,ADI
4,166.520004,167.619995,165.669998,167.550003,164.634781,2074000.0,2021-07-12,ADI
5,167.020004,168.360001,165.979996,167.259995,164.349808,2127100.0,2021-07-13,ADI
6,168.669998,170.0,165.869995,166.160004,163.268967,2012800.0,2021-07-14,ADI
7,165.910004,165.910004,162.320007,163.660004,160.812454,3505900.0,2021-07-15,ADI
8,163.990005,164.75,160.259995,160.440002,157.648483,2284100.0,2021-07-16,ADI
9,158.720001,159.610001,156.550003,158.979996,156.213867,2772000.0,2021-07-19,ADI
10,159.339996,161.809998,157.919998,160.910004,158.110306,2831100.0,2021-07-20,ADI
11,161.289993,164.839996,160.779999,164.839996,161.971924,2076000.0,2021-07-21,ADI
12,162.259995,163.029999,160.830002,162.020004,159.201004,3250900.0,2021-07-22,ADI
13,163.229996,163.839996,161.669998,163.550003,160.704376,2178700.0,2021-07-23,ADI
14,161.270004,164.339996,161.270004,163.899994,161.048264,1733600.0,2021-07-26,ADI
15,163.509995,163.75,159.539993,162.589996,159.761078,4077700.0,2021-07-27,ADI
16,163.320007,164.649994,162.839996,164.039993,161.185837,3632400.0,2021-07-28,ADI
17,164.779999,167.160004,164.539993,166.539993,163.642349,3164400.0,2021-07-29,ADI
18,165.580002,168.199997,165.139999,167.419998,164.507034,2678800.0,2021-07-30,ADI
19,168.639999,171.330002,167.369995,167.619995,164.703552,2822000.0,2021-08-02,ADI
20,168.369995,169.020004,165.589996,168.679993,165.745102,3271200.0,2021-08-03,ADI
21,168.740005,175.25,168.600006,172.580002,169.57724,10201100.0,2021-08-04,ADI
22,173.559998,173.770004,168.830002,169.929993,166.973358,3468300.0,2021-08-05,ADI
23,168.830002,171.889999,168.369995,171.130005,168.152481,3164200.0,2021-08-06,ADI
24,171.059998,172.529999,169.389999,171.309998,168.329346,2580800.0,2021-08-09,ADI
